BusinessEntityID,NationalIDNumber,LoginID,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,Rate,PayFrequency,DepartmentID,Name,GroupName,ShiftID,StartDate,StartTime,EndTime
128,384162788,adventure-works\paul0,production technician - wc40,1980-11-13,s,m,2008-12-04,False,68,54,15.0,1,7,production,manufacturing,3,2008-12-04,2025-10-16 23:00:00,2025-10-16 07:00:00
129,502058701,adventure-works\gary0,production technician - wc40,1988-05-16,s,m,2008-12-22,False,69,54,15.0,1,7,production,manufacturing,3,2008-12-22,2025-10-16 23:00:00,2025-10-16 07:00:00
130,578953538,adventure-works\rob1,production technician - wc40,1973-08-04,s,m,2009-02-13,False,71,55,15.0,1,7,production,manufacturing,3,2009-02-13,2025-10-16 23:00:00,2025-10-16 07:00:00
131,273260055,adventure-works\baris0,production technician - wc40,1990-10-07,s,m,2009-02-15,False,72,56,15.0,1,7,production,manufacturing,3,2009-02-15,2025-10-16 23:00:00,2025-10-16 07:00:00
132,1300049,adventure-works\nicole0,production technician - wc40,1986-04-09,m,f,2009-02-22,False,67,53,15.0,1,7,production,manufacturing,3,2009-02-22,2025-10-16 23:00:00,2025-10-16 07:00:00
133,830150469,adventure-works\michael1,production technician - wc40,1991-01-04,s,m,2009-01-10,False,70,55,15.0,1,7,production,manufacturing,3,2009-01-10,2025-10-16 23:00:00,2025-10-16 07:00:00
134,45615666,adventure-works\eric0,production supervisor - wc20,1985-01-19,m,m,2009-01-14,False,40,40,25.0,2,7,production,manufacturing,1,2009-01-14,2025-10-16 07:00:00,2025-10-16 15:00:00
135,964089218,adventure-works\ivo0,production technician - wc20,1982-01-03,m,m,2008-12-04,False,9,24,14.0,1,7,production,manufacturing,1,2008-12-04,2025-10-16 07:00:00,2025-10-16 15:00:00
136,701156975,adventure-works\sylvester0,production technician - wc20,1970-11-12,m,m,2009-12-11,False,4,22,14.0,1,7,production,manufacturing,1,2009-12-11,2025-10-16 07:00:00,2025-10-16 15:00:00
137,63761469,adventure-works\anibal0,production technician - wc20,1974-09-05,s,f,2009-02-23,False,8,24,14.0,1,7,production,manufacturing,1,2009-02-23,2025-10-16 07:00:00,2025-10-16 15:00:00
138,25011600,adventure-works\samantha0,production technician - wc20,1987-11-22,m,f,2009-02-04,False,7,23,14.0,1,7,production,manufacturing,1,2009-02-04,2025-10-16 07:00:00,2025-10-16 15:00:00
139,113393530,adventure-works\hung-fu0,production technician - wc20,1971-10-23,s,m,2010-01-06,False,0,20,14.0,1,7,production,manufacturing,1,2010-01-06,2025-10-16 07:00:00,2025-10-16 15:00:00
140,339233463,adventure-works\prasanna0,production technician - wc20,1953-04-30,m,m,2010-01-22,False,5,22,14.0,1,7,production,manufacturing,1,2010-01-22,2025-10-16 07:00:00,2025-10-16 15:00:00
141,872923042,adventure-works\min0,production technician - wc20,1974-09-10,m,m,2010-01-24,False,1,20,14.0,1,7,production,manufacturing,1,2010-01-24,2025-10-16 07:00:00,2025-10-16 15:00:00
142,163347032,adventure-works\olinda0,production technician - wc20,1970-04-04,s,f,2010-03-04,False,3,21,14.0,1,7,production,manufacturing,1,2010-03-04,2025-10-16 07:00:00,2025-10-16 15:00:00
143,56772045,adventure-works\krishna0,production technician - wc20,1971-09-05,s,m,2010-02-13,False,2,21,14.0,1,7,production,manufacturing,1,2010-02-13,2025-10-16 07:00:00,2025-10-16 15:00:00
144,886023130,adventure-works\paul1,production technician - wc20,1990-11-04,m,m,2009-01-17,False,6,23,14.0,1,7,production,manufacturing,1,2009-01-17,2025-10-16 07:00:00,2025-10-16 15:00:00
145,386315192,adventure-works\cynthia0,production supervisor - wc30,1981-08-18,s,f,2009-01-27,False,69,54,25.0,2,7,production,manufacturing,2,2009-01-27,2025-10-16 15:00:00,2025-10-16 23:00:00
146,160739235,adventure-works\jianshuo0,production technician - wc30,1989-06-25,s,m,2008-12-07,False,36,38,9.5,1,7,production,manufacturing,2,2008-12-07,2025-10-16 15:00:00,2025-10-16 23:00:00
147,604664374,adventure-works\sandra0,production technician - wc30,1975-11-05,m,f,2008-12-26,False,37,38,9.5,1,7,production,manufacturing,2,2008-12-26,2025-10-16 15:00:00,2025-10-16 23:00:00
148,733022683,adventure-works\jason0,production technician - wc30,1988-12-07,s,m,2009-01-14,False,38,39,9.5,1,7,production,manufacturing,2,2009-01-14,2025-10-16 15:00:00,2025-10-16 23:00:00
149,764853868,adventure-works\andy0,production technician - wc30,1983-10-20,m,m,2009-01-31,False,39,39,9.5,1,7,production,manufacturing,2,2009-01-31,2025-10-16 15:00:00,2025-10-16 23:00:00
150,878395493,adventure-works\michael5,production technician - wc30,1982-09-18,m,m,2009-02-26,False,35,37,9.5,1,7,production,manufacturing,2,2009-02-26,2025-10-16 15:00:00,2025-10-16 23:00:00
151,993310268,adventure-works\rostislav0,production technician - wc30,1977-09-13,m,m,2009-02-19,False,40,40,9.5,1,7,production,manufacturing,2,2009-02-19,2025-10-16 15:00:00,2025-10-16 23:00:00
152,319472946,adventure-works\yuhong0,production supervisor - wc20,1977-04-06,m,m,2009-02-01,False,41,40,25.0,2,7,production,manufacturing,2,2009-02-01,2025-10-16 15:00:00,2025-10-16 23:00:00
153,568596888,adventure-works\hanying0,production technician - wc20,1974-10-16,s,m,2008-12-16,False,15,27,14.0,1,7,production,manufacturing,2,2008-12-16,2025-10-16 15:00:00,2025-10-16 23:00:00
154,97728960,adventure-works\raymond0,production technician - wc20,1967-03-02,m,m,2008-12-23,False,10,25,14.0,1,7,production,manufacturing,2,2008-12-23,2025-10-16 15:00:00,2025-10-16 23:00:00
155,212801092,adventure-works\fadi0,production technician - wc20,1989-02-15,s,m,2009-01-04,False,16,28,14.0,1,7,production,manufacturing,2,2009-01-04,2025-10-16 15:00:00,2025-10-16 23:00:00
156,322160340,adventure-works\lane0,production technician - wc20,1974-09-23,m,m,2009-01-11,False,11,25,14.0,1,7,production,manufacturing,2,2009-01-11,2025-10-16 15:00:00,2025-10-16 23:00:00
157,812797414,adventure-works\linda1,production technician - wc20,1977-10-05,s,f,2009-02-03,False,12,26,14.0,1,7,production,manufacturing,2,2009-02-03,2025-10-16 15:00:00,2025-10-16 23:00:00
158,300946911,adventure-works\shelley0,production technician - wc20,1986-12-08,s,f,2009-03-07,False,14,27,14.0,1,7,production,manufacturing,2,2009-03-07,2025-10-16 15:00:00,2025-10-16 23:00:00
159,404159499,adventure-works\terrence0,production technician - wc20,1984-12-08,s,m,2009-02-16,False,13,26,14.0,1,7,production,manufacturing,2,2009-02-16,2025-10-16 15:00:00,2025-10-16 23:00:00
160,712885347,adventure-works\jeff0,production supervisor - wc45,1977-01-15,m,m,2009-01-21,False,74,57,25.0,2,7,production,manufacturing,1,2009-01-21,2025-10-16 07:00:00,2025-10-16 15:00:00
161,275962311,adventure-works\kirk0,production technician - wc45,1985-02-06,s,m,2008-12-15,False,74,57,10.0,1,7,production,manufacturing,1,2008-12-15,2025-10-16 07:00:00,2025-10-16 15:00:00
162,514829225,adventure-works\laura0,production technician - wc45,1980-12-25,s,f,2009-01-03,False,75,57,10.0,1,7,production,manufacturing,1,2009-01-03,2025-10-16 07:00:00,2025-10-16 15:00:00
163,377784364,adventure-works\alex0,production technician - wc45,1990-04-13,m,m,2009-02-08,False,77,58,10.0,1,7,production,manufacturing,1,2009-02-08,2025-10-16 07:00:00,2025-10-16 15:00:00
164,65848458,adventure-works\andrew1,production technician - wc45,1988-09-24,s,m,2009-03-06,False,73,56,10.0,1,7,production,manufacturing,1,2009-03-06,2025-10-16 07:00:00,2025-10-16 15:00:00
165,539490372,adventure-works\chris0,production technician - wc45,1988-12-16,m,m,2009-01-22,False,76,58,10.0,1,7,production,manufacturing,1,2009-01-22,2025-10-16 07:00:00,2025-10-16 15:00:00
166,60114406,adventure-works\jack0,production supervisor - wc30,1983-06-22,s,m,2009-02-21,False,68,54,25.0,2,7,production,manufacturing,1,2009-02-21,2025-10-16 07:00:00,2025-10-16 15:00:00
167,498138869,adventure-works\david1,production technician - wc30,1979-11-02,s,m,2008-12-02,False,25,32,6.5,1,7,production,manufacturing,1,2008-12-02,2025-10-16 07:00:00,2025-10-16 15:00:00
167,498138869,adventure-works\david1,production technician - wc30,1979-11-02,s,m,2008-12-02,False,25,32,7.25,1,7,production,manufacturing,1,2008-12-02,2025-10-16 07:00:00,2025-10-16 15:00:00
167,498138869,adventure-works\david1,production technician - wc30,1979-11-02,s,m,2008-12-02,False,25,32,9.5,1,7,production,manufacturing,1,2008-12-02,2025-10-16 07:00:00,2025-10-16 15:00:00
168,271438431,adventure-works\garrett0,production technician - wc30,1984-08-25,s,m,2008-12-07,False,34,37,9.5,1,7,production,manufacturing,1,2008-12-07,2025-10-16 07:00:00,2025-10-16 15:00:00
169,351069889,adventure-works\susan1,production technician - wc30,1983-04-02,s,f,2008-12-14,False,31,35,9.5,1,7,production,manufacturing,1,2008-12-14,2025-10-16 07:00:00,2025-10-16 15:00:00
170,476115505,adventure-works\george0,production technician - wc30,1977-04-16,m,m,2008-12-21,False,26,33,6.5,1,7,production,manufacturing,1,2008-12-21,2025-10-16 07:00:00,2025-10-16 15:00:00
170,476115505,adventure-works\george0,production technician - wc30,1977-04-16,m,m,2008-12-21,False,26,33,7.25,1,7,production,manufacturing,1,2008-12-21,2025-10-16 07:00:00,2025-10-16 15:00:00
170,476115505,adventure-works\george0,production technician - wc30,1977-04-16,m,m,2008-12-21,False,26,33,9.5,1,7,production,manufacturing,1,2008-12-21,2025-10-16 07:00:00,2025-10-16 15:00:00
171,746373306,adventure-works\david3,production technician - wc30,1981-08-03,s,m,2009-01-02,False,32,36,9.5,1,7,production,manufacturing,1,2009-01-02,2025-10-16 07:00:00,2025-10-16 15:00:00
172,364818297,adventure-works\marc0,production technician - wc30,1986-10-24,m,m,2009-01-16,False,22,31,6.5,1,7,production,manufacturing,1,2009-01-16,2025-10-16 07:00:00,2025-10-16 15:00:00
172,364818297,adventure-works\marc0,production technician - wc30,1986-10-24,m,m,2009-01-16,False,22,31,7.25,1,7,production,manufacturing,1,2009-01-16,2025-10-16 07:00:00,2025-10-16 15:00:00
172,364818297,adventure-works\marc0,production technician - wc30,1986-10-24,m,m,2009-01-16,False,22,31,9.5,1,7,production,manufacturing,1,2009-01-16,2025-10-16 07:00:00,2025-10-16 15:00:00
173,87268837,adventure-works\eugene0,production technician - wc30,1987-07-15,s,m,2009-01-21,False,33,36,9.5,1,7,production,manufacturing,1,2009-01-21,2025-10-16 07:00:00,2025-10-16 15:00:00
174,585408256,adventure-works\benjamin0,production technician - wc30,1986-01-05,s,m,2009-01-27,False,28,34,6.75,1,7,production,manufacturing,1,2009-01-27,2025-10-16 07:00:00,2025-10-16 15:00:00
174,585408256,adventure-works\benjamin0,production technician - wc30,1986-01-05,s,m,2009-01-27,False,28,34,7.25,1,7,production,manufacturing,1,2009-01-27,2025-10-16 07:00:00,2025-10-16 15:00:00
174,585408256,adventure-works\benjamin0,production technician - wc30,1986-01-05,s,m,2009-01-27,False,28,34,9.5,1,7,production,manufacturing,1,2009-01-27,2025-10-16 07:00:00,2025-10-16 15:00:00
175,259388196,adventure-works\reed0,production technician - wc30,1989-01-08,m,m,2009-02-02,False,23,31,6.5,1,7,production,manufacturing,1,2009-02-02,2025-10-16 07:00:00,2025-10-16 15:00:00
175,259388196,adventure-works\reed0,production technician - wc30,1989-01-08,m,m,2009-02-02,False,23,31,7.25,1,7,production,manufacturing,1,2009-02-02,2025-10-16 07:00:00,2025-10-16 15:00:00
175,259388196,adventure-works\reed0,production technician - wc30,1989-01-08,m,m,2009-02-02,False,23,31,9.5,1,7,production,manufacturing,1,2009-02-02,2025-10-16 07:00:00,2025-10-16 15:00:00
176,860123571,adventure-works\david7,production technician - wc30,1985-09-23,m,m,2009-02-14,False,29,34,6.5,1,7,production,manufacturing,1,2009-02-14,2025-10-16 07:00:00,2025-10-16 15:00:00
176,860123571,adventure-works\david7,production technician - wc30,1985-09-23,m,m,2009-02-14,False,29,34,7.25,1,7,production,manufacturing,1,2009-02-14,2025-10-16 07:00:00,2025-10-16 15:00:00
176,860123571,adventure-works\david7,production technician - wc30,1985-09-23,m,m,2009-02-14,False,29,34,9.5,1,7,production,manufacturing,1,2009-02-14,2025-10-16 07:00:00,2025-10-16 15:00:00
177,551346974,adventure-works\russell1,production technician - wc30,1982-02-11,m,m,2009-02-21,False,24,32,6.5,1,7,production,manufacturing,1,2009-02-21,2025-10-16 07:00:00,2025-10-16 15:00:00
177,551346974,adventure-works\russell1,production technician - wc30,1982-02-11,m,m,2009-02-21,False,24,32,7.25,1,7,production,manufacturing,1,2009-02-21,2025-10-16 07:00:00,2025-10-16 15:00:00
177,551346974,adventure-works\russell1,production technician - wc30,1982-02-11,m,m,2009-02-21,False,24,32,9.5,1,7,production,manufacturing,1,2009-02-21,2025-10-16 07:00:00,2025-10-16 15:00:00
178,568626529,adventure-works\john3,production technician - wc30,1982-03-24,s,m,2009-03-03,False,27,33,6.5,1,7,production,manufacturing,1,2009-03-03,2025-10-16 07:00:00,2025-10-16 15:00:00
178,568626529,adventure-works\john3,production technician - wc30,1982-03-24,s,m,2009-03-03,False,27,33,7.0,1,7,production,manufacturing,1,2009-03-03,2025-10-16 07:00:00,2025-10-16 15:00:00
178,568626529,adventure-works\john3,production technician - wc30,1982-03-24,s,m,2009-03-03,False,27,33,9.5,1,7,production,manufacturing,1,2009-03-03,2025-10-16 07:00:00,2025-10-16 15:00:00
179,587567941,adventure-works\jan0,production technician - wc30,1974-11-15,s,m,2009-03-05,False,30,35,9.5,1,7,production,manufacturing,1,2009-03-05,2025-10-16 07:00:00,2025-10-16 15:00:00
180,862951447,adventure-works\katie0,production supervisor - wc20,1984-11-18,s,f,2009-02-20,False,42,41,25.0,2,7,production,manufacturing,3,2009-02-20,2025-10-16 23:00:00,2025-10-16 07:00:00
181,545337468,adventure-works\michael0,production technician - wc20,1984-11-17,s,m,2008-12-09,False,20,30,14.0,1,7,production,manufacturing,3,2008-12-09,2025-10-16 23:00:00,2025-10-16 07:00:00
182,368920189,adventure-works\nitin0,production technician - wc20,1986-12-01,s,m,2008-12-28,False,21,30,14.0,1,7,production,manufacturing,3,2008-12-28,2025-10-16 23:00:00,2025-10-16 07:00:00
183,969985265,adventure-works\barbara0,production technician - wc20,1979-07-02,m,f,2009-01-22,False,17,28,14.0,1,7,production,manufacturing,3,2009-01-22,2025-10-16 23:00:00,2025-10-16 07:00:00
184,305522471,adventure-works\john2,production technician - wc20,1986-04-05,m,m,2009-02-09,False,18,29,14.0,1,7,production,manufacturing,3,2009-02-09,2025-10-16 23:00:00,2025-10-16 07:00:00
185,621932914,adventure-works\stefen0,production technician - wc20,1975-12-21,s,m,2009-02-28,False,19,29,14.0,1,7,production,manufacturing,3,2009-02-28,2025-10-16 23:00:00,2025-10-16 07:00:00
186,551834634,adventure-works\shane0,production supervisor - wc45,1990-05-24,s,m,2009-02-08,False,75,57,25.0,2,7,production,manufacturing,2,2009-02-08,2025-10-16 15:00:00,2025-10-16 23:00:00
187,713403643,adventure-works\yvonne0,production technician - wc45,1989-04-15,m,f,2008-12-09,False,79,59,10.0,1,7,production,manufacturing,2,2008-12-09,2025-10-16 15:00:00,2025-10-16 23:00:00
188,435234965,adventure-works\douglas0,production technician - wc45,1985-11-24,m,m,2008-12-27,False,80,60,10.0,1,7,production,manufacturing,2,2008-12-27,2025-10-16 15:00:00,2025-10-16 23:00:00
189,187369436,adventure-works\janeth0,production technician - wc45,1972-07-24,s,f,2009-01-15,False,81,60,10.0,1,7,production,manufacturing,2,2009-01-15,2025-10-16 15:00:00,2025-10-16 23:00:00
190,456839592,adventure-works\robert0,production technician - wc45,1985-02-28,s,m,2009-02-02,False,82,61,10.0,1,7,production,manufacturing,2,2009-02-02,2025-10-16 15:00:00,2025-10-16 23:00:00
191,399658727,adventure-works\lionel0,production technician - wc45,1988-03-14,s,m,2009-02-26,False,78,59,10.0,1,7,production,manufacturing,2,2009-02-26,2025-10-16 15:00:00,2025-10-16 23:00:00
192,634335025,adventure-works\brenda0,production supervisor - wc40,1983-02-28,m,f,2009-03-05,False,71,55,25.0,2,7,production,manufacturing,1,2009-03-05,2025-10-16 07:00:00,2025-10-16 15:00:00
193,761597760,adventure-works\alejandro0,production technician - wc40,1988-12-05,s,m,2008-12-06,False,52,46,15.0,1,7,production,manufacturing,1,2008-12-06,2025-10-16 07:00:00,2025-10-16 15:00:00
194,295971920,adventure-works\fred0,production technician - wc40,1989-06-25,s,m,2008-12-12,False,47,43,15.0,1,7,production,manufacturing,1,2008-12-12,2025-10-16 07:00:00,2025-10-16 15:00:00
195,918737118,adventure-works\kevin1,production technician - wc40,1985-12-25,s,m,2008-12-17,False,58,49,15.0,1,7,production,manufacturing,1,2008-12-17,2025-10-16 07:00:00,2025-10-16 15:00:00
196,370487086,adventure-works\shammi0,production technician - wc40,1980-10-04,m,m,2008-12-24,False,53,46,15.0,1,7,production,manufacturing,1,2008-12-24,2025-10-16 07:00:00,2025-10-16 15:00:00
197,632092621,adventure-works\rajesh0,production technician - wc40,1977-10-04,m,m,2008-12-31,False,48,44,15.0,1,7,production,manufacturing,1,2008-12-31,2025-10-16 07:00:00,2025-10-16 15:00:00
198,19312190,adventure-works\lorraine0,production technician - wc40,1988-11-26,m,f,2009-01-04,False,49,44,15.0,1,7,production,manufacturing,1,2009-01-04,2025-10-16 07:00:00,2025-10-16 15:00:00
199,992874797,adventure-works\paula1,production technician - wc40,1987-02-10,m,f,2009-01-12,False,54,47,15.0,1,7,production,manufacturing,1,2009-01-12,2025-10-16 07:00:00,2025-10-16 15:00:00
200,749211824,adventure-works\frank0,production technician - wc40,1987-09-06,m,m,2009-01-17,False,56,48,15.0,1,7,production,manufacturing,1,2009-01-17,2025-10-16 07:00:00,2025-10-16 15:00:00
201,746201340,adventure-works\brian0,production technician - wc40,1977-02-10,s,m,2009-01-29,False,55,47,15.0,1,7,production,manufacturing,1,2009-01-29,2025-10-16 07:00:00,2025-10-16 15:00:00
202,436757988,adventure-works\tawana0,production technician - wc40,1989-11-10,s,m,2009-02-05,False,50,45,15.0,1,7,production,manufacturing,1,2009-02-05,2025-10-16 07:00:00,2025-10-16 15:00:00
203,693168613,adventure-works\ken1,production technician - wc40,1981-05-28,m,m,2009-02-24,False,51,45,15.0,1,7,production,manufacturing,1,2009-02-24,2025-10-16 07:00:00,2025-10-16 15:00:00
204,440379437,adventure-works\gabe0,production technician - wc40,1988-05-10,m,m,2009-03-08,False,57,48,15.0,1,7,production,manufacturing,1,2009-03-08,2025-10-16 07:00:00,2025-10-16 15:00:00
205,332349500,adventure-works\lori0,production supervisor - wc45,1980-07-18,s,f,2009-02-26,False,76,58,25.0,2,7,production,manufacturing,3,2009-02-26,2025-10-16 23:00:00,2025-10-16 07:00:00
206,835460180,adventure-works\stuart0,production technician - wc45,1962-09-13,s,m,2008-12-02,False,84,62,10.0,1,7,production,manufacturing,3,2008-12-02,2025-10-16 23:00:00,2025-10-16 07:00:00
207,687685941,adventure-works\greg0,production technician - wc45,1970-10-18,s,m,2008-12-02,False,85,62,10.0,1,7,production,manufacturing,3,2008-12-02,2025-10-16 23:00:00,2025-10-16 07:00:00
208,199546871,adventure-works\scott0,production technician - wc45,1987-02-10,m,m,2009-01-08,False,86,63,10.0,1,7,production,manufacturing,3,2009-01-08,2025-10-16 23:00:00,2025-10-16 07:00:00
209,167554340,adventure-works\kathie0,production technician - wc45,1990-11-01,m,f,2009-01-27,False,87,63,10.0,1,7,production,manufacturing,3,2009-01-27,2025-10-16 23:00:00,2025-10-16 07:00:00
210,20244403,adventure-works\belinda0,production technician - wc45,1969-09-17,s,f,2009-02-20,False,83,61,10.0,1,7,production,manufacturing,3,2009-02-20,2025-10-16 23:00:00,2025-10-16 07:00:00
211,398223854,adventure-works\hazem0,quality assurance manager,1977-10-26,s,m,2009-02-28,True,80,60,28.8462,2,13,quality assurance,quality assurance,1,2009-02-28,2025-10-16 07:00:00,2025-10-16 15:00:00
212,885055826,adventure-works\peng0,quality assurance supervisor,1976-03-18,m,m,2008-12-09,True,81,60,21.6346,2,13,quality assurance,quality assurance,1,2008-12-09,2025-10-16 07:00:00,2025-10-16 15:00:00
213,343861179,adventure-works\sootha0,quality assurance technician,1966-12-05,m,m,2010-02-23,False,85,62,10.5769,2,13,quality assurance,quality assurance,3,2010-02-23,2025-10-16 23:00:00,2025-10-16 07:00:00
214,131471224,adventure-works\andreas0,quality assurance technician,1989-03-28,m,m,2009-02-02,False,84,62,10.5769,2,13,quality assurance,quality assurance,2,2009-02-02,2025-10-16 15:00:00,2025-10-16 23:00:00
215,381772114,adventure-works\mark0,quality assurance technician,1986-04-30,s,m,2009-01-15,False,83,61,10.5769,2,13,quality assurance,quality assurance,1,2009-01-15,2025-10-16 07:00:00,2025-10-16 15:00:00
216,403414852,adventure-works\sean0,quality assurance technician,1976-03-06,s,m,2008-12-28,False,82,61,10.5769,2,13,quality assurance,quality assurance,1,2008-12-28,2025-10-16 07:00:00,2025-10-16 15:00:00
217,345106466,adventure-works\zainal0,document control manager,1976-01-30,m,m,2009-01-04,False,77,58,17.7885,2,12,document control,quality assurance,1,2009-01-04,2025-10-16 07:00:00,2025-10-16 15:00:00
218,540688287,adventure-works\tengiz0,control specialist,1990-04-28,s,m,2008-12-16,False,76,58,16.8269,2,12,document control,quality assurance,3,2008-12-16,2025-10-16 23:00:00,2025-10-16 07:00:00
219,242381745,adventure-works\sean1,document control assistant,1987-03-12,s,m,2009-01-22,False,78,59,10.25,2,12,document control,quality assurance,1,2009-01-22,2025-10-16 07:00:00,2025-10-16 15:00:00
220,260770918,adventure-works\karen0,document control assistant,1975-12-25,m,f,2009-02-09,False,79,59,10.25,2,12,document control,quality assurance,1,2009-02-09,2025-10-16 07:00:00,2025-10-16 15:00:00
221,260805477,adventure-works\chris1,control specialist,1987-05-26,m,m,2009-03-06,False,75,57,16.8269,2,12,document control,quality assurance,2,2009-03-06,2025-10-16 15:00:00,2025-10-16 23:00:00
222,685233686,adventure-works\ascott0,master scheduler,1968-09-17,s,m,2008-12-12,False,44,42,23.5577,2,8,production control,manufacturing,1,2008-12-12,2025-10-16 07:00:00,2025-10-16 15:00:00
223,981495526,adventure-works\sairaj0,scheduling assistant,1987-12-22,m,m,2009-01-26,False,46,43,16.0,2,8,production control,manufacturing,1,2009-01-26,2025-10-16 07:00:00,2025-10-16 15:00:00
224,621209647,adventure-works\william0,scheduling assistant,1981-11-06,m,m,2009-01-07,False,45,42,8.62,2,7,production,manufacturing,1,2009-01-07,2025-10-16 07:00:00,2025-10-16 15:00:00
224,621209647,adventure-works\william0,scheduling assistant,1981-11-06,m,m,2009-01-07,False,45,42,8.62,2,8,production control,manufacturing,1,2011-09-01,2025-10-16 07:00:00,2025-10-16 15:00:00
224,621209647,adventure-works\william0,scheduling assistant,1981-11-06,m,m,2009-01-07,False,45,42,13.5,2,7,production,manufacturing,1,2009-01-07,2025-10-16 07:00:00,2025-10-16 15:00:00
224,621209647,adventure-works\william0,scheduling assistant,1981-11-06,m,m,2009-01-07,False,45,42,13.5,2,8,production control,manufacturing,1,2011-09-01,2025-10-16 07:00:00,2025-10-16 15:00:00
224,621209647,adventure-works\william0,scheduling assistant,1981-11-06,m,m,2009-01-07,False,45,42,16.0,2,7,production,manufacturing,1,2009-01-07,2025-10-16 07:00:00,2025-10-16 15:00:00
224,621209647,adventure-works\william0,scheduling assistant,1981-11-06,m,m,2009-01-07,False,45,42,16.0,2,8,production control,manufacturing,1,2011-09-01,2025-10-16 07:00:00,2025-10-16 15:00:00
225,470689086,adventure-works\alan0,scheduling assistant,1984-03-29,m,m,2009-02-13,False,47,43,16.0,2,8,production control,manufacturing,2,2009-02-13,2025-10-16 15:00:00,2025-10-16 23:00:00
226,368691270,adventure-works\brian1,scheduling assistant,1984-08-11,m,m,2009-03-03,False,48,44,16.0,2,8,production control,manufacturing,3,2009-03-03,2025-10-16 23:00:00,2025-10-16 07:00:00
227,141165819,adventure-works\gary1,facilities manager,1971-02-18,m,m,2009-12-02,True,86,63,24.0385,2,14,facilities and maintenance,executive general and administration,1,2009-12-02,2025-10-16 07:00:00,2025-10-16 15:00:00
228,553069203,adventure-works\christian0,maintenance supervisor,1976-01-18,m,m,2008-12-14,True,92,66,20.4327,2,14,facilities and maintenance,executive general and administration,1,2008-12-14,2025-10-16 07:00:00,2025-10-16 15:00:00
229,879334904,adventure-works\lori1,janitor,1970-07-31,m,f,2010-02-16,False,90,65,9.25,1,14,facilities and maintenance,executive general and administration,3,2010-02-16,2025-10-16 23:00:00,2025-10-16 07:00:00
230,28414965,adventure-works\stuart1,janitor,1971-12-17,m,m,2010-03-05,False,88,64,9.25,1,14,facilities and maintenance,executive general and administration,2,2010-03-05,2025-10-16 15:00:00,2025-10-16 23:00:00
231,153479919,adventure-works\jo1,janitor,1954-04-24,m,f,2010-03-07,False,91,65,9.25,1,14,facilities and maintenance,executive general and administration,3,2010-03-07,2025-10-16 23:00:00,2025-10-16 07:00:00
232,646304055,adventure-works\pat0,janitor,1970-12-03,s,m,2010-01-27,False,89,64,9.25,1,14,facilities and maintenance,executive general and administration,2,2010-01-27,2025-10-16 15:00:00,2025-10-16 23:00:00
233,552560652,adventure-works\magnus0,facilities administrative assistant,1971-08-27,m,m,2009-12-21,False,87,63,9.75,2,14,facilities and maintenance,executive general and administration,1,2009-12-21,2025-10-16 07:00:00,2025-10-16 15:00:00
234,184188301,adventure-works\laura1,chief financial officer,1976-01-06,m,f,2009-01-31,True,0,20,39.06,2,10,finance,executive general and administration,1,2009-01-31,2025-10-16 07:00:00,2025-10-16 15:00:00
234,184188301,adventure-works\laura1,chief financial officer,1976-01-06,m,f,2009-01-31,True,0,20,39.06,2,16,executive,executive general and administration,1,2013-11-14,2025-10-16 07:00:00,2025-10-16 15:00:00
234,184188301,adventure-works\laura1,chief financial officer,1976-01-06,m,f,2009-01-31,True,0,20,48.5577,2,10,finance,executive general and administration,1,2009-01-31,2025-10-16 07:00:00,2025-10-16 15:00:00
234,184188301,adventure-works\laura1,chief financial officer,1976-01-06,m,f,2009-01-31,True,0,20,48.5577,2,16,executive,executive general and administration,1,2013-11-14,2025-10-16 07:00:00,2025-10-16 15:00:00
234,184188301,adventure-works\laura1,chief financial officer,1976-01-06,m,f,2009-01-31,True,0,20,60.0962,2,10,finance,executive general and administration,1,2009-01-31,2025-10-16 07:00:00,2025-10-16 15:00:00
234,184188301,adventure-works\laura1,chief financial officer,1976-01-06,m,f,2009-01-31,True,0,20,60.0962,2,16,executive,executive general and administration,1,2013-11-14,2025-10-16 07:00:00,2025-10-16 15:00:00
235,535145551,adventure-works\paula0,human resources manager,1976-02-11,m,f,2008-12-06,True,54,47,27.1394,2,9,human resources,executive general and administration,1,2008-12-06,2025-10-16 07:00:00,2025-10-16 15:00:00
236,476980013,adventure-works\grant0,human resources administrative assistant,1976-04-16,s,m,2009-02-25,False,53,46,13.9423,2,9,human resources,executive general and administration,1,2009-02-25,2025-10-16 07:00:00,2025-10-16 15:00:00
237,416679555,adventure-works\hao0,human resources administrative assistant,1977-04-17,s,m,2009-02-06,False,52,46,13.9423,2,9,human resources,executive general and administration,1,2009-02-06,2025-10-16 07:00:00,2025-10-16 15:00:00
238,264306399,adventure-works\vidur0,recruiter,1984-08-01,s,m,2009-01-01,False,50,45,18.2692,2,9,human resources,executive general and administration,1,2009-01-01,2025-10-16 07:00:00,2025-10-16 15:00:00
239,619308550,adventure-works\mindy0,benefits specialist,1984-11-20,m,f,2008-12-25,False,51,45,16.5865,2,9,human resources,executive general and administration,1,2008-12-25,2025-10-16 07:00:00,2025-10-16 15:00:00
