PersonBusinessEntityID,PersonType,Title,FirstName,MiddleName,LastName,Suffix,EmailPromotion,LoginID,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,DepartmentID,ShiftID,StartDate,EndDate,RateChangeDate,Rate,PayFrequency,DepartmentName,GroupName,EmailAddress,PhoneNumber,PhoneNumberTypeID,AddressTypeID
92,EM,,Tom,M,Vande Velde,,0,adventure-works\tom0,4,Production Technician - WC10,10/1/1986,M,M,3/10/2010,FALSE,98,69,TRUE,7,3,3/10/2010,,3/10/2010,13.45,1,Production,Manufacturing,tom0@adventure-works.com,295-555-0161,3,2
93,EM,,Kok-Ho,T,Loh,,2,adventure-works\kok-ho0,3,Production Supervisor - WC50,4/28/1980,S,M,12/27/2008,FALSE,78,59,TRUE,7,2,12/27/2008,,12/27/2008,25,2,Production,Manufacturing,kok-ho0@adventure-works.com,999-555-0155,3,2
94,EM,,Russell,,Hunter,,1,adventure-works\russell0,4,Production Technician - WC50,11/25/1972,M,M,12/12/2008,FALSE,6,23,TRUE,7,2,12/12/2008,,12/12/2008,11,1,Production,Manufacturing,russell0@adventure-works.com,786-555-0144,3,2
95,EM,,Jim,H,Scardelis,,2,adventure-works\jim0,4,Production Technician - WC50,9/8/1986,M,M,12/19/2008,FALSE,1,20,TRUE,7,2,12/19/2008,,12/19/2008,11,1,Production,Manufacturing,jim0@adventure-works.com,679-555-0113,3,2
96,EM,,Elizabeth,I,Keyser,,0,adventure-works\elizabeth0,4,Production Technician - WC50,1/25/1990,M,F,3/2/2009,FALSE,5,22,TRUE,7,2,3/2/2009,,3/2/2009,11,1,Production,Manufacturing,elizabeth0@adventure-works.com,318-555-0137,1,2
97,EM,,Mandar,H,Samant,,0,adventure-works\mandar0,4,Production Technician - WC50,3/21/1986,S,M,2/10/2009,FALSE,0,20,TRUE,7,2,2/10/2009,,2/10/2009,11,1,Production,Manufacturing,mandar0@adventure-works.com,140-555-0132,3,2
98,EM,,Sameer,A,Tejani,,0,adventure-works\sameer0,4,Production Technician - WC50,6/26/1978,M,M,2/11/2009,FALSE,4,22,TRUE,7,2,2/11/2009,,2/11/2009,11,1,Production,Manufacturing,sameer0@adventure-works.com,990-555-0172,1,2
99,EM,,Nuan,,Yu,,0,adventure-works\nuan0,4,Production Technician - WC50,3/29/1979,S,M,1/6/2009,FALSE,2,21,TRUE,7,2,1/6/2009,,1/6/2009,11,1,Production,Manufacturing,nuan0@adventure-works.com,913-555-0184,1,2
100,EM,,Lolan,B,Song,,1,adventure-works\lolan0,4,Production Technician - WC50,1/24/1973,M,M,1/12/2009,FALSE,7,23,TRUE,7,2,1/12/2009,,1/12/2009,11,1,Production,Manufacturing,lolan0@adventure-works.com,582-555-0178,1,2
101,EM,,Houman,N,Pournasseh,,2,adventure-works\houman0,4,Production Technician - WC50,8/30/1971,M,M,1/25/2009,FALSE,3,21,TRUE,7,2,1/25/2009,,1/25/2009,11,1,Production,Manufacturing,houman0@adventure-works.com,180-555-0136,1,2
102,EM,,Zheng,W,Mu,,0,adventure-works\zheng0,3,Production Supervisor - WC10,10/26/1983,S,M,12/3/2008,FALSE,66,53,TRUE,7,2,12/3/2008,,12/3/2008,25,2,Production,Manufacturing,zheng0@adventure-works.com,113-555-0173,1,2
103,EM,,Ebru,N,Ersan,,2,adventure-works\ebru0,4,Production Technician - WC10,9/22/1986,S,M,12/6/2009,FALSE,93,66,TRUE,7,2,12/6/2009,,12/6/2009,13.45,1,Production,Manufacturing,ebru0@adventure-works.com,202-555-0187,1,2
104,EM,,Mary,R,Baker,,2,adventure-works\mary1,4,Production Technician - WC10,9/19/1986,M,F,12/25/2009,FALSE,94,67,TRUE,7,2,12/25/2009,,12/25/2009,13.45,1,Production,Manufacturing,mary1@adventure-works.com,283-555-0185,3,2
105,EM,,Kevin,M,Homer,,0,adventure-works\kevin2,4,Production Technician - WC10,9/19/1986,S,M,12/25/2009,FALSE,90,65,TRUE,7,2,12/25/2009,,12/25/2009,13.45,1,Production,Manufacturing,kevin2@adventure-works.com,555-555-0113,3,2
106,EM,,John,T,Kane,,1,adventure-works\john4,4,Production Technician - WC10,9/28/1986,S,M,2/27/2010,FALSE,92,66,TRUE,7,2,2/27/2010,,2/27/2010,13.45,1,Production,Manufacturing,john4@adventure-works.com,254-555-0114,3,2
107,EM,,Christopher,E,Hill,,0,adventure-works\christopher0,4,Production Technician - WC10,10/1/1986,M,M,2/8/2010,FALSE,91,65,TRUE,7,2,2/8/2010,,2/8/2010,13.45,1,Production,Manufacturing,christopher0@adventure-works.com,153-555-0166,1,2
108,EM,,Jinghao,K,Liu,,0,adventure-works\jinghao0,3,Production Supervisor - WC50,2/5/1989,S,M,12/8/2008,FALSE,77,58,TRUE,7,1,12/8/2008,,12/8/2008,25,2,Production,Manufacturing,jinghao0@adventure-works.com,794-555-0159,1,2
109,EM,,Alice,O,Ciccu,,1,adventure-works\alice0,4,Production Technician - WC50,1/26/1978,M,F,12/7/2008,FALSE,95,67,TRUE,7,1,12/7/2008,,12/7/2008,11,1,Production,Manufacturing,alice0@adventure-works.com,333-555-0173,1,2
110,EM,,Jun,T,Cao,,0,adventure-works\jun0,4,Production Technician - WC50,7/6/1979,S,M,12/14/2008,FALSE,90,65,TRUE,7,1,12/14/2008,,12/14/2008,11,1,Production,Manufacturing,jun0@adventure-works.com,299-555-0113,3,2
111,EM,,Suroor,R,Fatima,,0,adventure-works\suroor0,4,Production Technician - WC50,2/25/1978,S,M,12/17/2008,FALSE,93,66,TRUE,7,1,12/17/2008,,12/17/2008,11,1,Production,Manufacturing,suroor0@adventure-works.com,932-555-0161,3,2
112,EM,,John,P,Evans,,1,adventure-works\john1,4,Production Technician - WC50,5/31/1978,S,M,1/1/2009,FALSE,91,65,TRUE,7,1,1/1/2009,,1/1/2009,11,1,Production,Manufacturing,john1@adventure-works.com,172-555-0130,1,2
113,EM,,Linda,K,Moschell,,1,adventure-works\linda0,4,Production Technician - WC50,7/17/1987,M,F,12/25/2008,FALSE,96,68,TRUE,7,1,12/25/2008,,12/25/2008,11,1,Production,Manufacturing,linda0@adventure-works.com,612-555-0171,1,2
114,EM,,Mindaugas,J,Krapauskas,,1,adventure-works\mindaugas0,4,Production Technician - WC50,5/7/1978,M,M,1/13/2009,FALSE,97,68,TRUE,7,1,1/13/2009,,1/13/2009,11,1,Production,Manufacturing,mindaugas0@adventure-works.com,637-555-0120,3,2
115,EM,,Angela,W,Barbariol,,2,adventure-works\angela0,4,Production Technician - WC50,5/31/1991,S,F,1/20/2009,FALSE,92,66,TRUE,7,1,1/20/2009,,1/20/2009,11,1,Production,Manufacturing,angela0@adventure-works.com,150-555-0194,1,2
116,EM,,Michael,W,Patten,,0,adventure-works\michael2,4,Production Technician - WC50,5/3/1974,S,M,1/31/2009,FALSE,98,69,TRUE,7,1,1/31/2009,,1/31/2009,11,1,Production,Manufacturing,michael2@adventure-works.com,441-555-0195,3,2
117,EM,,Chad,W,Niswonger,,1,adventure-works\chad0,4,Production Technician - WC50,8/4/1990,M,M,2/18/2009,FALSE,99,69,TRUE,7,1,2/18/2009,,2/18/2009,11,1,Production,Manufacturing,chad0@adventure-works.com,559-555-0175,3,2
118,EM,,Don,L,Hall,,0,adventure-works\don0,4,Production Technician - WC50,6/13/1971,M,M,2/13/2009,FALSE,88,64,TRUE,7,1,2/13/2009,,2/13/2009,11,1,Production,Manufacturing,don0@adventure-works.com,100-555-0174,3,2
119,EM,,Michael,T,Entin,,1,adventure-works\michael4,4,Production Technician - WC50,6/15/1989,S,M,2/25/2009,FALSE,94,67,TRUE,7,1,2/25/2009,,2/25/2009,11,1,Production,Manufacturing,michael4@adventure-works.com,817-555-0186,3,2
120,EM,,Kitti,H,Lertpiriyasuwat,,0,adventure-works\kitti0,4,Production Technician - WC50,6/6/1987,S,F,3/4/2009,FALSE,89,64,TRUE,7,1,3/4/2009,,3/4/2009,11,1,Production,Manufacturing,kitti0@adventure-works.com,785-555-0132,3,2
121,EM,,Pilar,G,Ackerman,,0,adventure-works\pilar0,3,Shipping and Receiving Supervisor,9/9/1972,S,M,1/2/2009,TRUE,93,66,TRUE,15,1,1/2/2009,,1/2/2009,19.2308,2,Shipping and Receiving,Inventory Management,pilar0@adventure-works.com,577-555-0185,3,2
122,EM,,Susan,W,Eaton,,2,adventure-works\susan0,4,Stocker,2/17/1978,S,F,12/7/2008,FALSE,97,68,TRUE,15,2,12/7/2008,,12/7/2008,9,1,Shipping and Receiving,Inventory Management,susan0@adventure-works.com,943-555-0196,3,2
123,EM,,Vamsi,N,Kuppa,,0,adventure-works\vamsi0,4,Shipping and Receiving Clerk,3/18/1977,M,M,12/7/2008,FALSE,95,67,TRUE,15,2,12/7/2008,,12/7/2008,9.5,2,Shipping and Receiving,Inventory Management,vamsi0@adventure-works.com,937-555-0137,3,2
124,EM,,Kim,T,Ralls,,2,adventure-works\kim0,4,Stocker,4/30/1984,S,F,12/26/2008,FALSE,98,69,TRUE,15,3,12/26/2008,,12/26/2008,9,1,Shipping and Receiving,Inventory Management,kim0@adventure-works.com,309-555-0129,3,2
125,EM,,Matthias,T,Berndt,,0,adventure-works\matthias0,4,Shipping and Receiving Clerk,11/11/1973,M,M,1/20/2009,FALSE,94,67,TRUE,15,1,1/20/2009,,1/20/2009,9.5,2,Shipping and Receiving,Inventory Management,matthias0@adventure-works.com,139-555-0120,1,2
126,EM,,Jimmy,T,Bischoff,,0,adventure-works\jimmy0,4,Stocker,5/4/1985,M,M,2/26/2009,FALSE,96,68,TRUE,15,1,2/26/2009,,2/26/2009,9,1,Shipping and Receiving,Inventory Management,jimmy0@adventure-works.com,927-555-0168,1,2
127,EM,,David,P,Hamilton,,1,adventure-works\david4,3,Production Supervisor - WC40,7/2/1983,S,M,1/3/2009,FALSE,73,56,TRUE,7,3,1/3/2009,,1/3/2009,25,2,Production,Manufacturing,david4@adventure-works.com,986-555-0177,1,2
128,EM,,Paul,B,Komosinski,,2,adventure-works\paul0,4,Production Technician - WC40,11/13/1980,S,M,12/4/2008,FALSE,68,54,TRUE,7,3,12/4/2008,,12/4/2008,15,1,Production,Manufacturing,paul0@adventure-works.com,147-555-0160,3,2
129,EM,,Gary,W,Yukish,,0,adventure-works\gary0,4,Production Technician - WC40,5/16/1988,S,M,12/22/2008,FALSE,69,54,TRUE,7,3,12/22/2008,,12/22/2008,15,1,Production,Manufacturing,gary0@adventure-works.com,901-555-0125,1,2
130,EM,,Rob,T,Caron,,0,adventure-works\rob1,4,Production Technician - WC40,8/4/1973,S,M,2/13/2009,FALSE,71,55,TRUE,7,3,2/13/2009,,2/13/2009,15,1,Production,Manufacturing,rob1@adventure-works.com,238-555-0116,3,2
131,EM,,Baris,F,Cetinok,,2,adventure-works\baris0,4,Production Technician - WC40,10/7/1990,S,M,2/15/2009,FALSE,72,56,TRUE,7,3,2/15/2009,,2/15/2009,15,1,Production,Manufacturing,baris0@adventure-works.com,164-555-0114,3,2
132,EM,,Nicole,B,Holliday,,0,adventure-works\nicole0,4,Production Technician - WC40,4/9/1986,M,F,2/22/2009,FALSE,67,53,TRUE,7,3,2/22/2009,,2/22/2009,15,1,Production,Manufacturing,nicole0@adventure-works.com,508-555-0129,1,2
133,EM,,Michael,L,Rothkugel,,2,adventure-works\michael1,4,Production Technician - WC40,1/4/1991,S,M,1/10/2009,FALSE,70,55,TRUE,7,3,1/10/2009,,1/10/2009,15,1,Production,Manufacturing,michael1@adventure-works.com,454-555-0119,3,2
134,EM,,Eric,,Gubbels,,2,adventure-works\eric0,3,Production Supervisor - WC20,1/19/1985,M,M,1/14/2009,FALSE,40,40,TRUE,7,1,1/14/2009,,1/14/2009,25,2,Production,Manufacturing,eric0@adventure-works.com,260-555-0119,1,2
135,EM,,Ivo,William,Salmre,,0,adventure-works\ivo0,4,Production Technician - WC20,1/3/1982,M,M,12/4/2008,FALSE,9,24,TRUE,7,1,12/4/2008,,12/4/2008,14,1,Production,Manufacturing,ivo0@adventure-works.com,115-555-0179,3,2
136,EM,,Sylvester,A,Valdez,,0,adventure-works\sylvester0,4,Production Technician - WC20,11/12/1970,M,M,12/11/2009,FALSE,4,22,TRUE,7,1,12/11/2009,,12/11/2009,14,1,Production,Manufacturing,sylvester0@adventure-works.com,492-555-0174,1,2
137,EM,,Anibal,T,Sousa,,0,adventure-works\anibal0,4,Production Technician - WC20,9/5/1974,S,F,2/23/2009,FALSE,8,24,TRUE,7,1,2/23/2009,,2/23/2009,14,1,Production,Manufacturing,anibal0@adventure-works.com,106-555-0120,3,2
138,EM,,Samantha,H,Smith,,0,adventure-works\samantha0,4,Production Technician - WC20,11/22/1987,M,F,2/4/2009,FALSE,7,23,TRUE,7,1,2/4/2009,,2/4/2009,14,1,Production,Manufacturing,samantha0@adventure-works.com,587-555-0114,1,2
139,EM,Mr.,Hung-Fu,T,Ting,,0,adventure-works\hung-fu0,4,Production Technician - WC20,10/23/1971,S,M,1/6/2010,FALSE,0,20,TRUE,7,1,1/6/2010,,1/6/2010,14,1,Production,Manufacturing,hung-fu0@adventure-works.com,497-555-0181,1,2
140,EM,,Prasanna,E,Samarawickrama,,1,adventure-works\prasanna0,4,Production Technician - WC20,4/30/1953,M,M,1/22/2010,FALSE,5,22,TRUE,7,1,1/22/2010,,1/22/2010,14,1,Production,Manufacturing,prasanna0@adventure-works.com,129-555-0199,1,2
141,EM,,Min,G,Su,,0,adventure-works\min0,4,Production Technician - WC20,9/10/1974,M,M,1/24/2010,FALSE,1,20,TRUE,7,1,1/24/2010,,1/24/2010,14,1,Production,Manufacturing,min0@adventure-works.com,590-555-0152,3,2
142,EM,,Olinda,C,Turner,,0,adventure-works\olinda0,4,Production Technician - WC20,4/4/1970,S,F,3/4/2010,FALSE,3,21,TRUE,7,1,3/4/2010,,3/4/2010,14,1,Production,Manufacturing,olinda0@adventure-works.com,306-555-0186,1,2
143,EM,,Krishna,,Sunkammurali,,2,adventure-works\krishna0,4,Production Technician - WC20,9/5/1971,S,M,2/13/2010,FALSE,2,21,TRUE,7,1,2/13/2010,,2/13/2010,14,1,Production,Manufacturing,krishna0@adventure-works.com,491-555-0183,1,2
144,EM,,Paul,R,Singh,,2,adventure-works\paul1,4,Production Technician - WC20,11/4/1990,M,M,1/17/2009,FALSE,6,23,TRUE,7,1,1/17/2009,,1/17/2009,14,1,Production,Manufacturing,paul1@adventure-works.com,727-555-0112,1,2
145,EM,,Cynthia,S,Randall,,0,adventure-works\cynthia0,3,Production Supervisor - WC30,8/18/1981,S,F,1/27/2009,FALSE,69,54,TRUE,7,2,1/27/2009,,1/27/2009,25,2,Production,Manufacturing,cynthia0@adventure-works.com,352-555-0138,1,2
146,EM,,Jian Shuo,,Wang,,0,adventure-works\jianshuo0,4,Production Technician - WC30,6/25/1989,S,M,12/7/2008,FALSE,36,38,TRUE,7,2,12/7/2008,,12/7/2008,9.5,1,Production,Manufacturing,jianshuo0@adventure-works.com,952-555-0178,1,2
147,EM,,Sandra,,Reátegui Alayo,,0,adventure-works\sandra0,4,Production Technician - WC30,11/5/1975,M,F,12/26/2008,FALSE,37,38,TRUE,7,2,12/26/2008,,12/26/2008,9.5,1,Production,Manufacturing,sandra0@adventure-works.com,896-555-0168,3,2
148,EM,,Jason,M,Watters,,0,adventure-works\jason0,4,Production Technician - WC30,12/7/1988,S,M,1/14/2009,FALSE,38,39,TRUE,7,2,1/14/2009,,1/14/2009,9.5,1,Production,Manufacturing,jason0@adventure-works.com,571-555-0179,3,2
149,EM,,Andy,M,Ruth,,1,adventure-works\andy0,4,Production Technician - WC30,10/20/1983,M,M,1/31/2009,FALSE,39,39,TRUE,7,2,1/31/2009,,1/31/2009,9.5,1,Production,Manufacturing,andy0@adventure-works.com,118-555-0110,1,2
150,EM,,Michael,T,Vanderhyde,,2,adventure-works\michael5,4,Production Technician - WC30,9/18/1982,M,M,2/26/2009,FALSE,35,37,TRUE,7,2,2/26/2009,,2/26/2009,9.5,1,Production,Manufacturing,michael5@adventure-works.com,296-555-0121,1,2
151,EM,,Rostislav,E,Shabalin,,2,adventure-works\rostislav0,4,Production Technician - WC30,9/13/1977,M,M,2/19/2009,FALSE,40,40,TRUE,7,2,2/19/2009,,2/19/2009,9.5,1,Production,Manufacturing,rostislav0@adventure-works.com,751-555-0134,1,2
152,EM,,Yuhong,L,Li,,1,adventure-works\yuhong0,3,Production Supervisor - WC20,4/6/1977,M,M,2/1/2009,FALSE,41,40,TRUE,7,2,2/1/2009,,2/1/2009,25,2,Production,Manufacturing,yuhong0@adventure-works.com,965-555-0155,1,2
153,EM,,Hanying,P,Feng,,0,adventure-works\hanying0,4,Production Technician - WC20,10/16/1974,S,M,12/16/2008,FALSE,15,27,TRUE,7,2,12/16/2008,,12/16/2008,14,1,Production,Manufacturing,hanying0@adventure-works.com,319-555-0139,3,2
154,EM,,Raymond,K,Sam,,0,adventure-works\raymond0,4,Production Technician - WC20,3/2/1967,M,M,12/23/2008,FALSE,10,25,TRUE,7,2,12/23/2008,,12/23/2008,14,1,Production,Manufacturing,raymond0@adventure-works.com,226-555-0197,3,2
155,EM,,Fadi,K,Fakhouri,,2,adventure-works\fadi0,4,Production Technician - WC20,2/15/1989,S,M,1/4/2009,FALSE,16,28,TRUE,7,2,1/4/2009,,1/4/2009,14,1,Production,Manufacturing,fadi0@adventure-works.com,935-555-0116,3,2
156,EM,,Lane,M,Sacksteder,,1,adventure-works\lane0,4,Production Technician - WC20,9/23/1974,M,M,1/11/2009,FALSE,11,25,TRUE,7,2,1/11/2009,,1/11/2009,14,1,Production,Manufacturing,lane0@adventure-works.com,200-555-0117,1,2
157,EM,,Linda,A,Randall,,0,adventure-works\linda1,4,Production Technician - WC20,10/5/1977,S,F,2/3/2009,FALSE,12,26,TRUE,7,2,2/3/2009,,2/3/2009,14,1,Production,Manufacturing,linda1@adventure-works.com,696-555-0157,3,2
158,EM,,Shelley,N,Dyck,,0,adventure-works\shelley0,4,Production Technician - WC20,12/8/1986,S,F,3/7/2009,FALSE,14,27,TRUE,7,2,3/7/2009,,3/7/2009,14,1,Production,Manufacturing,shelley0@adventure-works.com,991-555-0184,1,2
159,EM,,Terrence,W,Earls,,1,adventure-works\terrence0,4,Production Technician - WC20,12/8/1984,S,M,2/16/2009,FALSE,13,26,TRUE,7,2,2/16/2009,,2/16/2009,14,1,Production,Manufacturing,terrence0@adventure-works.com,110-555-0115,3,2
160,EM,,Jeff,V,Hay,,1,adventure-works\jeff0,3,Production Supervisor - WC45,1/15/1977,M,M,1/21/2009,FALSE,74,57,TRUE,7,1,1/21/2009,,1/21/2009,25,2,Production,Manufacturing,jeff0@adventure-works.com,350-555-0167,1,2
161,EM,,Kirk,J,Koenigsbauer,,1,adventure-works\kirk0,4,Production Technician - WC45,2/6/1985,S,M,12/15/2008,FALSE,74,57,TRUE,7,1,12/15/2008,,12/15/2008,10,1,Production,Manufacturing,kirk0@adventure-works.com,669-555-0150,3,2
162,EM,,Laura,C,Steele,,0,adventure-works\laura0,4,Production Technician - WC45,12/25/1980,S,F,1/3/2009,FALSE,75,57,TRUE,7,1,1/3/2009,,1/3/2009,10,1,Production,Manufacturing,laura0@adventure-works.com,777-555-0141,3,2
163,EM,,Alex,M,Nayberg,,1,adventure-works\alex0,4,Production Technician - WC45,4/13/1990,M,M,2/8/2009,FALSE,77,58,TRUE,7,1,2/8/2009,,2/8/2009,10,1,Production,Manufacturing,alex0@adventure-works.com,819-555-0198,3,2
164,EM,,Andrew,M,Cencini,,0,adventure-works\andrew1,4,Production Technician - WC45,9/24/1988,S,M,3/6/2009,FALSE,73,56,TRUE,7,1,3/6/2009,,3/6/2009,10,1,Production,Manufacturing,andrew1@adventure-works.com,207-555-0192,1,2
165,EM,,Chris,T,Preston,,0,adventure-works\chris0,4,Production Technician - WC45,12/16/1988,M,M,1/22/2009,FALSE,76,58,TRUE,7,1,1/22/2009,,1/22/2009,10,1,Production,Manufacturing,chris0@adventure-works.com,200-555-0112,1,2
166,EM,,Jack,S,Richins,,0,adventure-works\jack0,3,Production Supervisor - WC30,6/22/1983,S,M,2/21/2009,FALSE,68,54,TRUE,7,1,2/21/2009,,2/21/2009,25,2,Production,Manufacturing,jack0@adventure-works.com,552-555-0111,3,2
167,EM,,David,N,Johnson,,0,adventure-works\david1,4,Production Technician - WC30,11/2/1979,S,M,12/2/2008,FALSE,25,32,TRUE,7,1,12/2/2008,,12/2/2008,6.5,1,Production,Manufacturing,david1@adventure-works.com,166-555-0162,1,2
167,EM,,David,N,Johnson,,0,adventure-works\david1,4,Production Technician - WC30,11/2/1979,S,M,12/2/2008,FALSE,25,32,TRUE,7,1,12/2/2008,,12/1/2011,7.25,1,Production,Manufacturing,david1@adventure-works.com,166-555-0162,1,2
167,EM,,David,N,Johnson,,0,adventure-works\david1,4,Production Technician - WC30,11/2/1979,S,M,12/2/2008,FALSE,25,32,TRUE,7,1,12/2/2008,,7/14/2013,9.5,1,Production,Manufacturing,david1@adventure-works.com,166-555-0162,1,2
168,EM,,Garrett,R,Young,,2,adventure-works\garrett0,4,Production Technician - WC30,8/25/1984,S,M,12/7/2008,FALSE,34,37,TRUE,7,1,12/7/2008,,12/7/2008,9.5,1,Production,Manufacturing,garrett0@adventure-works.com,609-555-0179,3,2
169,EM,,Susan,A,Metters,,1,adventure-works\susan1,4,Production Technician - WC30,4/2/1983,S,F,12/14/2008,FALSE,31,35,TRUE,7,1,12/14/2008,,12/14/2008,9.5,1,Production,Manufacturing,susan1@adventure-works.com,639-555-0164,1,2
170,EM,,George,Z,Li,,0,adventure-works\george0,4,Production Technician - WC30,4/16/1977,M,M,12/21/2008,FALSE,26,33,TRUE,7,1,12/21/2008,,12/21/2008,6.5,1,Production,Manufacturing,george0@adventure-works.com,518-555-0199,1,2
170,EM,,George,Z,Li,,0,adventure-works\george0,4,Production Technician - WC30,4/16/1977,M,M,12/21/2008,FALSE,26,33,TRUE,7,1,12/21/2008,,12/1/2011,7.25,1,Production,Manufacturing,george0@adventure-works.com,518-555-0199,1,2
170,EM,,George,Z,Li,,0,adventure-works\george0,4,Production Technician - WC30,4/16/1977,M,M,12/21/2008,FALSE,26,33,TRUE,7,1,12/21/2008,,7/14/2013,9.5,1,Production,Manufacturing,george0@adventure-works.com,518-555-0199,1,2
171,EM,,David,A,Yalovsky,,1,adventure-works\david3,4,Production Technician - WC30,8/3/1981,S,M,1/2/2009,FALSE,32,36,TRUE,7,1,1/2/2009,,1/2/2009,9.5,1,Production,Manufacturing,david3@adventure-works.com,373-555-0142,3,2
172,EM,,Marc,J,Ingle,,2,adventure-works\marc0,4,Production Technician - WC30,10/24/1986,M,M,1/16/2009,FALSE,22,31,TRUE,7,1,1/16/2009,,1/16/2009,6.5,1,Production,Manufacturing,marc0@adventure-works.com,234-555-0169,1,2
172,EM,,Marc,J,Ingle,,2,adventure-works\marc0,4,Production Technician - WC30,10/24/1986,M,M,1/16/2009,FALSE,22,31,TRUE,7,1,1/16/2009,,12/1/2011,7.25,1,Production,Manufacturing,marc0@adventure-works.com,234-555-0169,1,2
172,EM,,Marc,J,Ingle,,2,adventure-works\marc0,4,Production Technician - WC30,10/24/1986,M,M,1/16/2009,FALSE,22,31,TRUE,7,1,1/16/2009,,7/14/2013,9.5,1,Production,Manufacturing,marc0@adventure-works.com,234-555-0169,1,2
173,EM,,Eugene,R,Zabokritski,,0,adventure-works\eugene0,4,Production Technician - WC30,7/15/1987,S,M,1/21/2009,FALSE,33,36,TRUE,7,1,1/21/2009,,1/21/2009,9.5,1,Production,Manufacturing,eugene0@adventure-works.com,241-555-0191,1,2
174,EM,,Benjamin,R,Martin,,2,adventure-works\benjamin0,4,Production Technician - WC30,1/5/1986,S,M,1/27/2009,FALSE,28,34,TRUE,7,1,1/27/2009,,1/27/2009,6.75,1,Production,Manufacturing,benjamin0@adventure-works.com,533-555-0111,1,2
174,EM,,Benjamin,R,Martin,,2,adventure-works\benjamin0,4,Production Technician - WC30,1/5/1986,S,M,1/27/2009,FALSE,28,34,TRUE,7,1,1/27/2009,,12/1/2011,7.25,1,Production,Manufacturing,benjamin0@adventure-works.com,533-555-0111,1,2
174,EM,,Benjamin,R,Martin,,2,adventure-works\benjamin0,4,Production Technician - WC30,1/5/1986,S,M,1/27/2009,FALSE,28,34,TRUE,7,1,1/27/2009,,7/14/2013,9.5,1,Production,Manufacturing,benjamin0@adventure-works.com,533-555-0111,1,2
175,EM,,Reed,T,Koch,,0,adventure-works\reed0,4,Production Technician - WC30,1/8/1989,M,M,2/2/2009,FALSE,23,31,TRUE,7,1,2/2/2009,,2/2/2009,6.5,1,Production,Manufacturing,reed0@adventure-works.com,678-555-0110,3,2
175,EM,,Reed,T,Koch,,0,adventure-works\reed0,4,Production Technician - WC30,1/8/1989,M,M,2/2/2009,FALSE,23,31,TRUE,7,1,2/2/2009,,12/1/2011,7.25,1,Production,Manufacturing,reed0@adventure-works.com,678-555-0110,3,2
175,EM,,Reed,T,Koch,,0,adventure-works\reed0,4,Production Technician - WC30,1/8/1989,M,M,2/2/2009,FALSE,23,31,TRUE,7,1,2/2/2009,,7/14/2013,9.5,1,Production,Manufacturing,reed0@adventure-works.com,678-555-0110,3,2
176,EM,,David,Oliver,Lawrence,,0,adventure-works\david7,4,Production Technician - WC30,9/23/1985,M,M,2/14/2009,FALSE,29,34,TRUE,7,1,2/14/2009,,2/14/2009,6.5,1,Production,Manufacturing,david7@adventure-works.com,118-555-0177,3,2
176,EM,,David,Oliver,Lawrence,,0,adventure-works\david7,4,Production Technician - WC30,9/23/1985,M,M,2/14/2009,FALSE,29,34,TRUE,7,1,2/14/2009,,12/1/2011,7.25,1,Production,Manufacturing,david7@adventure-works.com,118-555-0177,3,2
176,EM,,David,Oliver,Lawrence,,0,adventure-works\david7,4,Production Technician - WC30,9/23/1985,M,M,2/14/2009,FALSE,29,34,TRUE,7,1,2/14/2009,,7/14/2013,9.5,1,Production,Manufacturing,david7@adventure-works.com,118-555-0177,3,2
177,EM,,Russell,M,King,,0,adventure-works\russell1,4,Production Technician - WC30,2/11/1982,M,M,2/21/2009,FALSE,24,32,TRUE,7,1,2/21/2009,,2/21/2009,6.5,1,Production,Manufacturing,russell1@adventure-works.com,517-555-0122,3,2
177,EM,,Russell,M,King,,0,adventure-works\russell1,4,Production Technician - WC30,2/11/1982,M,M,2/21/2009,FALSE,24,32,TRUE,7,1,2/21/2009,,12/1/2011,7.25,1,Production,Manufacturing,russell1@adventure-works.com,517-555-0122,3,2
177,EM,,Russell,M,King,,0,adventure-works\russell1,4,Production Technician - WC30,2/11/1982,M,M,2/21/2009,FALSE,24,32,TRUE,7,1,2/21/2009,,7/14/2013,9.5,1,Production,Manufacturing,russell1@adventure-works.com,517-555-0122,3,2
178,EM,,John,N,Frum,,2,adventure-works\john3,4,Production Technician - WC30,3/24/1982,S,M,3/3/2009,FALSE,27,33,TRUE,7,1,3/3/2009,,3/3/2009,6.5,1,Production,Manufacturing,john3@adventure-works.com,663-555-0172,1,2
178,EM,,John,N,Frum,,2,adventure-works\john3,4,Production Technician - WC30,3/24/1982,S,M,3/3/2009,FALSE,27,33,TRUE,7,1,3/3/2009,,12/1/2011,7,1,Production,Manufacturing,john3@adventure-works.com,663-555-0172,1,2
178,EM,,John,N,Frum,,2,adventure-works\john3,4,Production Technician - WC30,3/24/1982,S,M,3/3/2009,FALSE,27,33,TRUE,7,1,3/3/2009,,7/14/2013,9.5,1,Production,Manufacturing,john3@adventure-works.com,663-555-0172,1,2
